"Phrase","Count"
"to the create",2
"the create fonts",1
"create fonts function",1
"fonts function first",1
"we are re-dimensioning",1
"are re-dimensioning our",1
"re-dimensioning our array",1
"our array as",1
"array as having",1
"as having six",1
"having six elements",1
"to add a",5
"add a command",1
"a command to",1
"command to do",1
"to do the",4
"do the same",5
"the same for",10
"same for our",2
"for our underline",2
"our underline fonts",1
"It allows us",1
"us to store",2
"to store the",17
"store the handles",1
"handles for each",1
"for each font",1
"as we have",9
"we have six",2
"have six normal",1
"six normal fonts",1
"normal fonts, we're",1
"to have six",1
"have six fonts",1
"six fonts of",1
"fonts of the",1
"of the same",5
"the same size",1
"same size, but",1
"but set for",1
"set for underline",1
"we've added a",3
"added a font",1
"a font new",1
"font new command",4
"new command to",2
"command to create",2
"create our default",1
"our default font",1
"default font, which",1
"which in this",6
"this case is",7
"case is set",1
"is set for",1
"set for option",1
"for option five",1
"option five, which",1
"which will allow",1
"to have bold",1
"have bold underline",1
"And in our",2
"in our for",2
"our for next",5
"for next loop",60
"next loop, where",1
"where we created",1
"we created the",2
"created the six",1
"the six fonts",1
"six fonts, we're",1
"we're creating six",1
"creating six additional",1
"six additional fonts",1
"additional fonts, but",1
"but this time",7
"this time set",1
"time set with",1
"set with the",1
"with the underline",3
"the underline flag",1
"that we've created",5
"we've created our",1
"created our fonts",1
"our fonts, we",1
"also have to",1
"have to unload",1
"to unload the",1
"unload the fonts",1
"the fonts when",1
"if we have",16
"look at the",44
"at the unload",1
"the unload fonts",1
"unload fonts function",1
"fonts function, it",1
"it will quite",1
"will quite simply",1
"quite simply need",1
"simply need two",1
"need two font",1
"two font end",1
"font end commands",1
"end commands, one",1
"one to end",2
"to end the",2
"end the default",1
"to end each",1
"end each of",1
"of the fonts",1
"the fonts referenced",1
"fonts referenced in",1
"referenced in our",1
"in our global",2
"our global array",5
"now we need",3
"we need to",89
"need to handle",1
"to handle the",7
"handle the underline",1
"underline tag when",1
"tag when we",1
"when we get",5
"we get to",8
"get to the",6
"to the render",2
"the render the",4
"render the HTML",6
"the HTML tags",4
"This is our",5
"is our tagging",1
"our tagging engine",1
"go to that",3
"to that function",1
"that function and",1
"function and make",1
"and make the",3
"make the necessary",1
"the necessary changes",1
"end of our",4
"of our select",1
"our select statement",1
"select statement, we're",1
"going to put",13
"to put two",3
"put two more",2
"two more case",2
"more case statements",2
"case statements in",2
"statements in, one",1
"one to handle",2
"handle the beginning",2
"the beginning underline",1
"beginning underline tag",1
"underline tag and",1
"tag and one",1
"handle the end",1
"if we are",4
"we are starting",1
"are starting an",1
"starting an underline",1
"an underline section",1
"underline section of",1
"section of the",10
"of the HTML",2
"the HTML document",2
"HTML document, we",1
"need to set",6
"to set our",2
"set our graphic",1
"our graphic font",1
"graphic font to",1
"font to the",1
"to the default",2
"can do that",9
"do that using",2
"that using the",3
"using the graphic",3
"the graphic set",2
"graphic set font",1
"set font command",3
"font command, using",1
"using our global",3
"our global variable",1
"global variable for",1
"variable for the",5
"the underline bold",1
"underline bold handle",1
"we can pick",5
"can pick up",3
"pick up the",9
"up the data",1
"the data after",1
"data after the",1
"after the underline",2
"underline tag by",1
"tag by using",1
"by using the",36
"using the function",1
"the function we",2
"created in our",1
"in our previous",2
"our previous video",3
"previous video, the",1
"the get tag",3
"get tag value",5
"tag value, giving",1
"giving the long",1
"the long start",1
"long start variable",1
"start variable and",1
"variable and the",2
"and the underline",2
"the underline end",1
"underline end tag",1
"And then we",12
"then we can",18
"we can go",7
"can go to",2
"to the print",5
"the print data",4
"print data statement",1
"data statement, which",1
"which will print",1
"will print our",1
"print our data",1
"our data to",3
"data to the",7
"And with the",2
"with the end",1
"the end underline",1
"end underline tag",1
"underline tag, we",2
"we can reset",2
"can reset the",2
"reset the font",2
"the font back",2
"font back to",2
"to the global",1
"the global handle",1
"global handle of",1
"handle of the",17
"of the default",2
"order to test",1
"see how far",3
"how far we've",2
"far we've got",2
"we've got with",1
"got with the",1
"need to make",6
"to make a",7
"make a change",3
"a change to",3
"change to one",1
"to one of",2
"one of our",6
"of our web",1
"our web pages",1
"going to amend",1
"to amend the",1
"amend the index",1
"the index to",5
"index to HTML",2
"to HTML document",1
"beneath the section",1
"the section which",1
"section which is",2
"which is going",7
"to be hyperlinked",1
"be hyperlinked, we",1
"have a new",1
"a new paragraph",1
"new paragraph, which",1
"which is a",11
"is a test",1
"a test for",1
"test for our",1
"we have the",37
"have the word",6
"the word 'test'",5
"word 'test' and",1
"'test' and a",1
"and a piece",1
"of text after",1
"text after that",2
"after that, which",1
"which is not",2
"is not going",3
"not going to",4
"to be underlined",2
"let's run our",1
"run our application",9
"our application and",3
"application and copy",1
"and copy in",1
"copy in this",1
"in this HTML",1
"this HTML document",1
"we have partially",1
"have partially achieved",1
"partially achieved our",1
"achieved our objective",1
"We do have",4
"do have the",2
"word 'test' marked",1
"'test' marked 'underlined'",1
"the tag is",1
"tag is still",1
"is still visible",1
"still visible on",1
"visible on the",1
"and we don't",1
"we don't have",4
"don't have the",1
"have the words",2
"the words 'and",2
"words 'and not",2
"'and not underlined'",2
"not underlined' after",1
"underlined' after the",1
"after the underlined",1
"the underlined 'test'",1
"underlined 'test' text",1
"there is more",1
"is more to",1
"more to do",4
"We'll need now",1
"need now to",1
"now to have",1
"to have a",7
"at the print",1
"print function, which",1
"which prints data",1
"prints data to",1
"data to our",7
"to our graphics",2
"our graphics control",15
"to the code",18
"we handle all",1
"handle all the",1
"all the text",2
"the text that",4
"text that has",1
"that has to",1
"has to be",1
"to be printed",1
"be printed on",1
"printed on the",2
"on the HTML",1
"the HTML page",1
"HTML page for",1
"page for the",1
"for the user",4
"and our underlined",1
"our underlined tags",1
"underlined tags are",1
"tags are, in",1
"in fact, embedded",1
"have a section",4
"section of this",2
"of this code",1
"this code which",1
"code which currently",1
"which currently handles",1
"currently handles embedded",1
"handles embedded links",1
"need to expand",1
"to expand on",1
"expand on that",1
"Here is a",5
"is a section",4
"code that tests",1
"that tests for",1
"tests for an",1
"for an embedded",1
"an embedded link",2
"we're currently looking",1
"currently looking for",1
"looking for the",8
"for the href",2
"the href equals",1
"href equals text",1
"equals text to",1
"text to determine",1
"determine whether this",2
"whether this is",5
"this is a",36
"is a URL",1
"a URL, and",1
"and if so",2
"if so, we",2
"we are setting",4
"are setting positions",1
"setting positions and",1
"positions and exiting",1
"and exiting the",1
"exiting the function",2
"the function, so",2
"so we do",2
"we do not",3
"do not actually",1
"not actually print",1
"actually print that",1
"print that data",1
"And now, we're",1
"we're also testing",1
"also testing for",1
"testing for the",1
"for the underlined",1
"the underlined tag",1
"If it's an",2
"it's an embedded",4
"an embedded underlined",1
"embedded underlined tag",1
"underlined tag, we're",1
"we're exiting the",1
"do not print",1
"try running it",7
"running it again",2
"it again and",2
"again and see",3
"and see what",12
"what we get",5
"we get this",2
"get this time",1
"And now it's",1
"now it's looking",1
"it's looking slightly",1
"looking slightly better",1
"We're getting the",6
"getting the word",1
"word 'test' underlined",1
"'test' underlined, but",1
"but we're missing",1
"we're missing the",1
"missing the text",2
"the text after",3
"there's a little",1
"a little more",4
"little more to",1
"to do, but",1
"but at least",1
"at least we're",1
"least we're no",1
"we're no longer",1
"no longer getting",1
"longer getting the",1
"getting the underlined",1
"the underlined tags",1
"underlined tags printed",1
"tags printed on",1
"on the dialog",2
"So again, back",1
"to our code",4
"when you're developing",1
"you're developing applications",1
"developing applications, you'll",1
"you'll find you",1
"find you may",1
"you may have",2
"may have to",2
"have to go",1
"to go through",3
"go through a",4
"through a great",1
"a great number",1
"great number of",1
"number of iterations",2
"of iterations to",1
"iterations to edge",1
"to edge towards",1
"edge towards the",1
"towards the eventual",1
"the eventual application",1
"eventual application that",1
"application that you",2
"that you wish",8
"This is quite",3
"is quite normal",1
"quite normal in",1
"normal in development",1
"in development when",1
"development when you're",1
"when you're working",1
"you're working on",1
"working on something",1
"on something you've",1
"something you've never",1
"you've never done",1
"never done before",1
"while we're in",1
"we're in this",1
"in this function",6
"to add the",5
"add the color",1
"the color and",1
"color and the",1
"the underline to",1
"underline to our",1
"to our hyperlinks",1
"If the ref",2
"the ref tag",5
"ref tag is",5
"tag is true",5
"is true and",2
"true and our",1
"and our strDataViable",1
